,TITLE,JOURNAL_ID,YEAR,CITED_IN,CITED_OUT
5885,"Molecular Surfaces, van der Waals Radii and Electrostatic Potentials in Relation to Noncovalent Interactions",47,2009,1,0
5886,CORRELATIONS BETWEEN MOLECULAR ELECTROSTATIC POTENTIALS AND SOME EXPERIMENTALLY-BASED INDEXES OF REACTIVITY,47,1992,1,0
5887,Statistical analysis of the molecular surface electrostatic potential: an approach to describing noncovalent interactions in condensed phases,47,1998,1,0
5888,MOLECULAR ELECTROSTATICS,47,1995,1,0
5889,MAXIMAL AND MINIMAL CHARACTERISTICS OF MOLECULAR ELECTROSTATIC POTENTIALS,47,1990,1,0
5890,MOLECULAR ELECTROSTATIC POTENTIALS - AN EFFECTIVE TOOL FOR THE ELUCIDATION OF BIOCHEMICAL PHENOMENA,47,1985,1,0
5891,Computational prediction of condensed phase properties from statistical characterization of molecular surface electrostatic potentials,47,2001,1,0
5892,The complementary roles of molecular surface electrostatic Potentials and average local ionization energies with respect to electrophilic processes,47,2002,1,0
5893,Density functional study of dimers of dimethylnitramine,47,2000,1,0
5894,Electrostatic potentials and covalent radii,47,2003,1,0
5895,Atomic and molecular energies as functionals of the electrostatic potential,47,2004,1,0
5896,The fundamental nature and role of the electrostatic potential in atoms and molecules,47,2002,1,0
5897,sigma-hole bonding and hydrogen bonding: Competitive interactions,47,2007,1,0
5898,Average local ionization energy: A review,47,2010,1,0
5899,ANGULAR PREFERENCES OF INTERMOLECULAR FORCES AROUND HALOGEN CENTERS - PREFERRED DIRECTIONS OF APPROACH OF ELECTROPHILES AND NUCLEOPHILES AROUND THE CARBON HALOGEN BOND,47,1986,1,0
5900,Unconventional hydrogen bonds: Intermolecular B-H center dot center dot center dot H-N interactions,47,1995,1,0
5901,Insights into the strength and origin of halogen bonding: The halobenzene-formaldehyde dimer,47,2007,1,0
5902,DIRECTIONAL PREFERENCES OF NONBONDED ATOMIC CONTACTS WITH DIVALENT SULFUR .1. ELECTROPHILES AND NUCLEOPHILES,47,1977,1,0
5903,"APPROXIMATE RADII FOR SINGLY NEGATIVE-IONS OF 3D, 4D, AND 5D METAL ATOMS",47,1989,1,0
5904,CHARACTERISTIC FEATURES OF THE ELECTROSTATIC POTENTIALS OF SINGLY NEGATIVE MONOATOMIC IONS,47,1989,1,0
5905,Directional Tendencies of Halogen and Hydrogen Bonds,47,2010,1,0
5906,MAPPING OF ELECTROSTATIC PROPERTIES FROM BRAGG-DIFFRACTION DATA,47,1979,1,0
5907,ELECTROSTATIC POTENTIAL MOLECULAR-SURFACES,47,1982,1,0
5908,MISCONCEPTION CONCERNING ELECTRONIC DENSITY DISTRIBUTION OF AN ATOM,47,1975,1,0
5909,Molecular electrostatic potentials as indicators of covalent radii,47,1996,1,0
5910,Computer modeling of enzyme catalysis and its relationship to concepts in physical organic chemistry,47,2005,2,0
5911,A THEORETICAL TREATMENT OF NUCLEOPHILIC REACTIVITY IN ADDITIONS TO CARBONYL-COMPOUNDS - ROLE OF THE VERTICAL IONIZATION-ENERGY,47,1988,1,0
5912,RELATION BETWEEN SINGLET TRIPLET GAPS AND BOND-ENERGIES,47,1986,1,0
5913,Valence Bond Perturbation Theory. A Valence Bond Method That Incorporates Perturbation Theory,47,2009,1,0
5914,STUDY OF THE ELECTRONIC STATES OF THE BENZENE MOLECULE USING SPIN-COUPLED VALENCE-BOND THEORY,47,1994,1,0
5915,Ferromagnetic bonding: High spin copper clusters (Cu-n+1(n); n) 2-14) devoid of electron pairs but possessing strong bonding,47,2006,1,0
5916,NUCLEOPHILIC CLEAVAGE OF ONE-ELECTRON SIGMA-BONDS - STEREOCHEMISTRY AND CLEAVAGE RATES,47,1990,1,0
5917,ELECTRON SPIN RESONANCE STUDIES OF TRANSIENT ALKYL RADICALS,47,1963,1,0
5918,EXCITED POTENTIAL-ENERGY HYPERSURFACES FOR H-4 .2. TRIPLY RIGHT (C2V) TETRAHEDRAL GEOMETRIES - POSSIBLE RELATION TO PHOTOCHEMICAL CROSS-BONDING PROCESSES,47,1977,1,0
5919,EXPANSION OF MOLECULAR-ORBITAL WAVE-FUNCTIONS INTO VALENCE BOND WAVE-FUNCTIONS - SIMPLIFIED PROCEDURE,47,1978,1,0
5920,Breathing-orbital valence bond method - a modern valence bond method that includes dynamic correlation,47,2002,1,0
5921,A survey of recent developments in ab initio valence bond theory,47,2007,1,0
5922,A conversation on VB vs MO theory: A never-ending rivalry?,47,2003,1,0
5923,BIMOLECULAR HOMOLYTIC SUBSTITUTION WITH INVERSION - STEREOCHEMICAL INVESTIGATION OF AN SH2 REACTION,47,1972,1,0
5924,Why do the heavy-atom analogues of acetylene E2H2 (E = Si-Pb) exhibit unusual structures?,47,2005,1,0
5925,The ground and excited states of polyenyl radicals C2n1H2n+1 (n=2-13): A valence bond study,47,2004,1,0
5926,A diabatic three-state representation of photoisomerization in the green fluorescent protein chromophore,47,2009,1,0
5927,MULTIPLICITY OF GROUND-STATE OF LARGE ALTERNANT ORGANIC-MOLECULES WITH CONJUGATED BONDS,47,1978,1,0
5928,REACTIVITY-SELECTIVITY RELATIONSHIPS - A QUANTUM-MECHANICAL APPROACH TO TRANSITION-STATE STRUCTURE - APPLICATION TO THE SN2 REACTION OF BENZYL DERIVATIVES,47,1981,1,0
5929,EXCITED-STATE PROPERTIES OF LINEAR POLYENES STUDIED THROUGH A NONEMPIRICAL HEISENBERG HAMILTONIAN,47,1984,1,0
5930,"TRANSITION-STATES, AVOIDED CROSSING STATES AND VALENCE-BOND MIXING - FUNDAMENTAL REACTIVITY PARADIGMS",47,1994,1,0
5931,"Valence bond theory, its history, fundamentals, and applications: A primer",47,2004,1,0
5932,Is my chemical universe localized or delocalized? Is there a future for chemical concepts?,47,2007,1,0
5933,ELECTRONIC AND INTRAMOLECULAR STRUCTURAL LOCALIZATIONS IN CONDUCTING ORGANIC SALTS,47,1986,1,0
5934,NUCLEOPHILIC CLEAVAGES OF ONE-ELECTRON SIGMA-BONDS ARE PREDICTED TO PROCEED WITH STEREOINVERSION,47,1990,1,0
5935,SOLVENT EFFECT ON REACTION BARRIERS - THE SN2 REACTION .1. APPLICATION TO THE IDENTITY EXCHANGE,47,1984,1,0
5936,THE COLLAGE OF SN2 REACTIVITY PATTERNS - A STATE CORRELATION DIAGRAM MODEL,47,1985,1,0
5937,VBSM: A Solvation Model Based on Valence Bond Theory,47,2008,1,0
5938,TRANS BENDING AT DOUBLE-BONDS - SCRUTINY OF VARIOUS RATIONALES THROUGH VALENCE-BOND ANALYSIS,47,1990,1,0
5939,The methylenology principle: How radicals influence the course of ionic reactions,47,1999,1,0
5940,METHOD FOR AUTOMATIC CLASSIFICATION OF CHEMICAL STRUCTURES,47,1973,1,0
5941,STRATEGIC CONSIDERATIONS IN DESIGN OF A SCREENING SYSTEM FOR SUBSTRUCTURE SEARCHES OF CHEMICAL STRUCTURE FILES,47,1973,1,0
5942,Recent advances in chemoinformatics,47,2007,1,0
5943,HISTORY OF ABSTRACTING AT CHEMICAL ABSTRACTS SERVICE,47,1980,1,0
5944,Use of Markush structure analysis techniques for descriptor generation and clustering of large combinatorial libraries,47,2000,1,0
5945,REPRESENTATION OF CONSTITUTIONAL AND STEREOCHEMICAL FEATURES OF CHEMICAL SYSTEMS IN COMPUTER-ASSISTED DESIGN OF SYNTHESES,47,1974,1,0
5946,MUTUAL ASSIGNMENT OF SUBSPECTRA AND SUBSTRUCTURES - WAY TO STRUCTURE ELUCIDATION BY C-13 NMR-SPECTROSCOPY,47,1975,1,0
5947,ALGORITHMS FOR THE IDENTIFICATION OF 3-DIMENSIONAL MAXIMAL COMMON SUBSTRUCTURES,47,1987,2,0
5948,Use of structure Activity data to compare structure-based clustering methods and descriptors for use in compound selection,47,1996,1,0
5949,"Chemoinformatics: Past, present, and future",47,2006,1,0
5950,"Physical and molecular properties of agrochemicals: An analysis of screen inputs, hits, leads, and products",47,2003,1,0
5951,A rule of three for fragment-based lead discovery?,47,2003,1,0
5952,COMPUTER-ASSISTED DESIGN OF COMPLEX ORGANIC SYNTHESES,47,1969,1,0
5953,SUBSTRUCTURAL ANALYSIS - NOVEL APPROACH TO PROBLEM OF DRUG DESIGN,47,1974,1,0
5954,APPLICATIONS OF ARTIFICIAL-INTELLIGENCE FOR CHEMICAL INTERFERENCE .44. COMPUTER-ASSISTED EXAMINATION OF COMPOUNDS FOR COMMON 3-DIMENSIONAL SUBSTRUCTURES,47,1983,1,0
5955,ANALYSIS OF STRUCTURAL CHARACTERISTICS OF CHEMICAL COMPOUNDS IN A LARGE COMPUTER-BASED FILE .1. NON-CYCLIC FRAGMENTS,47,1970,1,0
5956,AUTOMATED SITE-DIRECTED DRUG DESIGN - A GENERAL ALGORITHM FOR KNOWLEDGE ACQUISITION ABOUT HYDROGEN-BONDING REGIONS AT PROTEIN SURFACES,47,1989,1,0
5957,STRUCTURE-BASED DESIGN OF NONPEPTIDE INHIBITORS SPECIFIC FOR THE HUMAN IMMUNODEFICIENCY VIRUS-1 PROTEASE,47,1990,1,0
5958,"THE CAS ONLINE SEARCH SYSTEM .1. GENERAL SYSTEM-DESIGN AND SELECTION, GENERATION, AND USE OF SEARCH SCREENS",47,1983,1,0
5959,THE HYPOTHETICAL ACTIVE-SITE LATTICE - AN APPROACH TO MODELING ACTIVE-SITES FROM DATA ON INHIBITOR MOLECULES,47,1988,1,0
5960,"MECHANICAL MANIPULATION OF CHEMICAL-STRUCTURE - MOLFORM COMPUTATION AND SUBSTRUCTURE SEARCHING OF ORGANIC STRUCTURES BY THE USE OF CIPHER-DIRECTED, EXTENDED AND RANDOM MATRICES",47,1963,1,0
5961,Computer-assisted methods for molecular structure elucidation: realizing a spectroscopist's dream,47,2009,1,0
5962,EFFICIENT DESIGN FOR CHEMICAL-STRUCTURE SEARCHING .1. SCREENS,47,1975,1,0
5963,MATHEMATICAL CONTRIBUTION TO STRUCTURE-ACTIVITY STUDIES,47,1964,1,0
5964,CHEMICAL ABSTRACTS SERVICE CHEMICAL REGISTRY SYSTEM .2. AUGMENTED CONNECTIVITY MOLECULAR FORMULA,47,1979,1,0
5965,The central role of chemoinformatics,47,2006,1,0
5966,SUBSTRUCTURE RETRIEVAL BY MEANS OF THE BASIC FRAGMENT SEARCH DICTIONARY BASED ON THE CHEMICAL ABSTRACTS SERVICE CHEMICAL REGISTRY-III SYSTEM,47,1979,1,0
5967,3-DIMENSIONAL MOLECULAR MODELING AND DRUG DESIGN,47,1980,1,0
5968,Chemoinformatics - a new name for an old problem?,47,1999,1,0
5969,Chem-bioinformatics: Comparative QSAR at the interface between chemistry and biology,47,2002,1,0
5970,SELECTION OF DESCRIPTORS ACCORDING TO DISCRIMINATION AND REDUNDANCY - APPLICATION TO CHEMICAL-STRUCTURE SEARCHING,47,1976,1,0
5971,STATISTICAL-HEURISTIC METHOD FOR AUTOMATED SELECTION OF DRUGS FOR SCREENING,47,1977,1,0
5972,A fast algorithm for selecting sets of dissimilar molecules from large chemical databases,47,1995,1,0
5973,A virtual screening approach applied to the search for trypanothione reductase inhibitors,47,1997,1,0
5974,3-DIMENSIONAL COMPUTER MODELING AS AN AID TO DRUG DESIGN,47,1981,1,0
5975,PHARMACOPHORIC PATTERN-MATCHING IN FILES OF 3-D CHEMICAL STRUCTURES - SELECTION OF INTERATOMIC DISTANCE SCREENS,47,1986,1,0
5976,A genetic algorithm for flexible molecular overlay and pharmacophore elucidation,47,1995,1,0
5977,RUSTING OF THE LOCK AND KEY MODEL FOR PROTEIN-LIGAND BINDING,47,1991,1,0
5978,From narcosis to hyperspace: The history of QSAR,47,2002,1,0
5979,A GEOMETRIC APPROACH TO MACROMOLECULE-LIGAND INTERACTIONS,47,1982,1,0
5980,STRUCTURE-BASED STRATEGIES FOR DRUG DESIGN AND DISCOVERY,47,1992,1,0
5981,REAL-TIME COLOR GRAPHICS IN STUDIES OF MOLECULAR-INTERACTIONS,47,1981,1,0
5982,Three-Dimensional Pharmacophore Methods in Drug Discovery,47,2010,1,0
5983,Prediction of protein-ligand interactions. Docking and scoring: Successes and gaps,47,2006,1,0
5984,TOPOLOGICAL MAPPING OF ORGANIC MOLECULES,47,1965,1,0
5985,INSTALLATION AND OPERATION OF A REGISTRY FOR CHEMICAL COMPOUNDS,47,1965,1,0
5986,COMPUTER-STORAGE AND RETRIEVAL OF GENERIC CHEMICAL STRUCTURES IN PATENTS .1. INTRODUCTION AND GENERAL STRATEGY,47,1981,1,0
5987,Diverse viewpoints on computational aspects of molecular diversity,47,2001,1,0
5988,A FAST NEW APPROACH TO PHARMACOPHORE MAPPING AND ITS APPLICATION TO DOPAMINERGIC AND BENZODIAZEPINE AGONISTS,47,1993,2,0
5989,Neighborhood behavior: A useful concept for validation of ''molecular diversity'' descriptors,47,1996,1,0
5990,FINDING CHEMICAL RECORDS BY DIGITAL COMPUTERS,47,1957,1,0
5991,Maximum common subgraph isomorphism algorithms for the matching of chemical structures,47,2002,2,0
5992,Dock around the clock - Current status of small molecule docking and scoring,47,2006,1,0
5993,AUTOMATED STRUCTURE ELUCIDATION OF SEVERAL KINDS OF ALIPHATIC AND ALICYCLIC COMPOUNS,47,1968,1,0
5994,ENHANCING THE DIVERSITY OF A CORPORATE DATABASE USING CHEMICAL DATABASE CLUSTERING AND ANALYSIS,47,1995,1,0
5995,A GRAPH-THEORETIC ALGORITHM FOR MATCHING CHEMICAL STRUCTURES,47,1965,1,0
5996,Computer-aided organic synthesis,47,2005,1,0
5997,CHANCE CORRELATIONS IN STRUCTURE-ACTIVITY STUDIES USING MULTIPLE REGRESSION-ANALYSIS,47,1972,1,0
5998,ALGORITHM FOR SUBGRAPH ISOMORPHISM,47,1976,2,0
5999,CONCERNING ONE SYSTEM OF CLASSIFICATION AND CODIFICATION OF ORGANIC-REACTIONS,47,1963,1,0
6000,Virtual screening - an overview,47,1998,1,0
6001,"Chemical Abstracts Service Chemical Registry System: History, scope, and impacts",47,1997,1,0
6002,IMPLEMENTATION OF NON-HIERARCHICAL CLUSTER-ANALYSIS METHODS IN CHEMICAL INFORMATION-SYSTEMS - SELECTION OF COMPOUNDS FOR BIOLOGICAL TESTING AND CLUSTERING OF SUBSTRUCTURE SEARCH OUTPUT,47,1986,1,0
6003,IMPLEMENTATION OF NEAREST-NEIGHBOR SEARCHING IN AN ONLINE CHEMICAL-STRUCTURE SEARCH SYSTEM,47,1986,1,0
6004,"THE EVALUATION OF AN AUTOMATICALLY INDEXED, MACHINE-READABLE CHEMICAL-REACTIONS FILE",47,1980,1,0
6005,Similarity Methods in Chemoinformatics,47,2009,1,0
6006,A bibliometric analysis of the literature of chemoinformatics,47,2008,1,0
6007,From chemical documentation to chemoinformatics: 50 years of chemical information science,47,2008,1,0
6008,SIMULATION AND EVALUATION OF CHEMICAL SYNTHESIS - SECS - APPLICATION OF ARTIFICIAL INTELLIGENCE TECHNIQUES,47,1978,1,0
6009,SIMULATION AND EVALUATION OF CHEMICAL SYNTHESIS - COMPUTER REPRESENTATION AND MANIPULATION OF STEREOCHEMISTRY,47,1974,1,0
6010,107 YEARS OF LINE-FORMULA NOTATIONS (1861-1968),47,1968,1,0
6011,COMPUTER-ANALYSIS OF PROTEIN-PROTEIN INTERACTION,47,1978,1,0
6012,A USERS VIEW OF CHEMICAL-REACTION INFORMATION-SOURCES,47,1990,1,0
6013,Pocketome via comprehensive identification and classification of ligand binding envelopes,47,2005,1,0
6014,Modeling promiscuity based on in vitro safety pharmacology profiling data,47,2007,1,0
6015,Computational analysis of ligand relationships within target families,47,2008,1,0
6016,Chemogenomic data analysis: Prediction of small-molecule targets and the advent of biological fingerprints,47,2007,1,0
6017,A chemogenomic analysis of the human proteome: Application to enzyme families,47,2007,1,0
6018,Target-related affinity profiling: Telik's lead discovery technology,47,2005,1,0
6019,970 Million Druglike Small Molecules for Virtual Screening in the Chemical Universe Database GDB-13,47,2009,1,0
6020,Chemogenomics: An emerging strategy for rapid target and drug discovery,47,2004,1,0
6021,Drug target identification using side-effect similarity,47,2008,1,0
6022,Chemogenomic approaches to drug discovery - Commentary,47,2001,1,0
6023,A chemogenomic approach to drug discovery: focus on cardiovascular diseases,47,2009,1,0
6024,Biospectra analysis: Model proteome characterizations for linking molecular structure and biological response,47,2005,1,0
6025,Biological spectra analysis: Linking biological activity profiles to molecular structure,47,2005,1,0
6026,PDTD: a web-accessible protein database for drug target identification,47,2008,1,0
6027,iPHACE: integrative navigation in pharmacological space,47,2010,1,0
6028,Coverage and bias in chemical library design,47,2008,1,0
6029,From astemizole to a novel hit series of small-molecule somatostatin 5 receptor antagonists via GPCR affinity profiling,47,2007,1,0
6030,Chemogenomics: structuring the drug discovery process to gene families,47,2006,1,0
6031,Virtual screening of GPCRs: An in silico chemogenomics approach,47,2008,1,0
6032,A novel chemogenomics knowledge-based ligand design strategy - Application to G protein-coupled receptors,47,2001,1,0
6033,Distribution patterns of small-molecule ligands in the protein universe and implications for origin of life and drug discovery,47,2007,1,0
6034,Biology-inspired synthesis of compound libraries,47,2008,1,0
6035,PREDICTING LIGAND-BINDING TO PROTEINS BY AFFINITY FINGERPRINTING,47,1995,1,0
6036,Predicting new molecular targets for known drugs,47,2009,1,0
6037,Relating protein pharmacology by ligand chemistry,47,2007,1,0
6038,Chemogenomic approaches to drug discovery: similar receptors bind similar ligands,47,2007,1,0
6039,Compound library development guided by protein structure similarity clustering and natural product structure,47,2004,1,0
6040,The protein meta-structure: a novel concept for chemical and molecular biology,47,2009,1,0
6041,"Type-II Kinase Inhibitor Docking, Screening, and Profiling Using Modified Structures of Active Kinase States",47,2008,1,0
6042,From the similarity analysis of protein cavities to the functional classification of protein families using Cavbase,47,2006,1,0
6043,Large-scale prediction of drug-target relationships,47,2008,1,0
6044,A side effect resource to capture phenotypic effects of drugs,47,2010,1,0
6045,"Chemogenomics: A discipline at the crossroad of high throughput technologies, biomarker research, combinatorial chemistry, genomics, cheminformatics, bioinformatics and artificial intelligence",47,2008,1,0
6046,Ligand-based approach to in silico pharmacology: nuclear receptor profiling,47,2006,1,0
6047,The topology of drug-target interaction networks: implicit dependence on drug properties and target families,47,2009,1,0
